ENST00000362091	CCDS7072.1
ENST00000317447	CCDS10974.1
ENST00000317449	CCDS8030.1
ENST00000317467	CCDS6060.1
ENST00000317475	CCDS11911.1
ENST00000317479	CCDS9279.1
ENST00000317483	CCDS4962.1
ENST00000317518	CCDS1427.1
ENST00000317534	CCDS5473.1
ENST00000317548	CCDS6193.1
ENST00000317551	CCDS8801.1
ENST00000317552	CCDS14138.1
ENST00000317555	CCDS9280.1
ENST00000317567	CCDS6798.1
ENST00000317568	CCDS8102.1
ENST00000317578	CCDS12673.1
ENST00000317582	CCDS13746.1
ENST00000317584	CCDS830.1
ENST00000317605	CCDS3774.1
ENST00000317606	CCDS13148.1
ENST00000317610	CCDS1851.1
ENST00000317612	CCDS6482.1
ENST00000317614	CCDS13488.1
ENST00000317615	CCDS11862.1
ENST00000317619	CCDS13260.1
ENST00000317635	CCDS11216.1
ENST00000317636	CCDS13261.1
ENST00000317643	CCDS12826.1
ENST00000317656	CCDS12960.1
ENST00000317658	CCDS8681.1
ENST00000317668	CCDS2012.1
ENST00000317677	CCDS13260.1
ENST00000317679	CCDS7292.1
ENST00000317697	CCDS8761.1
ENST00000317702	CCDS11858.1
ENST00000317726	CCDS12229.1
ENST00000317734	CCDS13397.1
ENST00000317735	CCDS3687.1
ENST00000317746	CCDS3523.1
ENST00000317755	CCDS6446.1
ENST00000317765	CCDS9455.1
ENST00000317789	CCDS6901.1
ENST00000317799	CCDS1722.1
ENST00000317818	CCDS1184.1
ENST00000317827	CCDS6109.1
ENST00000317836	CCDS13399.1
ENST00000317838	CCDS11096.1
ENST00000317850	CCDS13632.1
ENST00000317864	CCDS14330.1
ENST00000317868	CCDS623.1
ENST00000317874	CCDS13107.1
ENST00000317876	CCDS3099.1
ENST00000317877	CCDS644.1
ENST00000317886	CCDS1623.1
ENST00000317896	CCDS4579.1
ENST00000317897	CCDS3269.1
ENST00000317898	CCDS6565.1
ENST00000317900	CCDS5967.1
ENST00000317909	CCDS6566.1
ENST00000317920	CCDS912.1
ENST00000317932	CCDS11888.1
ENST00000317943	CCDS8800.1
ENST00000317945	CCDS7863.1
ENST00000317955	CCDS5944.1
ENST00000317960	CCDS13180.1
ENST00000317961	CCDS14794.1
ENST00000317963	CCDS14648.1
ENST00000317968	CCDS3641.1
ENST00000317977	CCDS11201.1
ENST00000317987	CCDS3537.1
ENST00000317995	CCDS6174.1
ENST00000318006	CCDS10083.1
ENST00000318008	CCDS11331.1
ENST00000318010	CCDS10084.1
ENST00000318030	CCDS5108.1
ENST00000318037	CCDS3317.1
ENST00000318041	CCDS6567.1
ENST00000318044	CCDS2674.1
ENST00000318059	CCDS10512.1
ENST00000318063	CCDS5999.1
ENST00000318065	CCDS12016.1
ENST00000318074	CCDS298.1
ENST00000318080	CCDS6919.1
ENST00000318083	CCDS12730.1
ENST00000318093	CCDS10331.1
ENST00000318100	CCDS13530.1
ENST00000318121	CCDS396.1
ENST00000318125	CCDS2781.1
ENST00000318129	CCDS10796.1
ENST00000318130	CCDS1363.1
ENST00000318140	CCDS627.1
ENST00000318158	CCDS6609.1
ENST00000318177	CCDS12497.1
ENST00000318203	CCDS12958.1
ENST00000318204	CCDS4538.1
ENST00000318222	CCDS7492.1
ENST00000318225	CCDS3040.1
ENST00000318227	CCDS11130.1
ENST00000318247	CCDS1004.1
ENST00000318249	CCDS216.1
ENST00000318312	CCDS8142.1
ENST00000318316	CCDS2886.1
ENST00000318317	CCDS9687.1
ENST00000318325	CCDS7502.1
ENST00000318348	CCDS9136.1
ENST00000318351	CCDS3250.1
ENST00000318357	CCDS2027.1
ENST00000318364	CCDS7505.1
ENST00000318386	CCDS3350.1
ENST00000318387	CCDS7249.1
ENST00000318388	CCDS11842.1
ENST00000318407	CCDS2550.1
ENST00000318410	CCDS6355.1
ENST00000318424	CCDS10251.1
ENST00000318426	CCDS8661.1
ENST00000318429	CCDS1389.1
ENST00000318433	CCDS13621.1
ENST00000318442	CCDS4015.1
ENST00000318445	CCDS10371.1
ENST00000318462	CCDS6340.1
ENST00000318469	CCDS3975.1
ENST00000318471	CCDS5180.1
ENST00000318473	CCDS9658.1
ENST00000318507	CCDS2408.1
ENST00000318511	CCDS12246.1
ENST00000318522	CCDS1807.1
ENST00000318524	CCDS6540.1
ENST00000318578	CCDS10049.1
ENST00000318579	CCDS11466.1
ENST00000318584	CCDS12691.1
ENST00000318607	CCDS6289.1
ENST00000318627	CCDS7861.1
ENST00000318631	CCDS3247.1
ENST00000318634	CCDS9353.1
ENST00000318636	CCDS14171.1
ENST00000318647	CCDS772.1
ENST00000318659	CCDS3195.1
ENST00000318663	CCDS10697.1
ENST00000318672	CCDS3968.1
ENST00000318673	CCDS2432.1
ENST00000318683	CCDS12364.1
ENST00000318701	CCDS8072.1
ENST00000318716	CCDS1233.1
ENST00000318722	CCDS762.1
ENST00000318734	CCDS3366.1
ENST00000318752	CCDS11703.1
ENST00000318782	CCDS10485.1
ENST00000318789	CCDS2914.1
ENST00000318792	CCDS10048.1
ENST00000318801	CCDS13990.1
ENST00000318803	CCDS673.1
ENST00000318825	CCDS1893.1
ENST00000318833	CCDS11067.1
ENST00000318842	CCDS14246.1
ENST00000318876	CCDS9811.1
ENST00000318881	CCDS7778.1
ENST00000318887	CCDS2921.1
ENST00000318899	CCDS11599.1
ENST00000318906	CCDS1591.1
ENST00000318911	CCDS6415.1
ENST00000318929	CCDS1093.1
ENST00000318930	CCDS3398.1
ENST00000318942	CCDS3119.1
ENST00000318948	CCDS13568.1
ENST00000318962	CCDS2743.1
ENST00000318967	CCDS1052.1
ENST00000318971	CCDS7305.1
ENST00000318978	CCDS12191.1
ENST00000318988	CCDS11093.1
ENST00000318989	CCDS5089.1
ENST00000318990	CCDS2509.1
ENST00000318991	CCDS5049.1
ENST00000319006	CCDS7712.1
ENST00000319017	CCDS2779.1
ENST00000319023	CCDS8201.1
ENST00000319033	CCDS6740.1
ENST00000319060	CCDS2554.1
ENST00000319070	CCDS10414.1
ENST00000319071	CCDS13565.1
ENST00000319074	CCDS9588.1
ENST00000319109	CCDS14212.1
ENST00000319121	CCDS11411.1
ENST00000319127	CCDS13926.1
ENST00000319136	CCDS13925.1
ENST00000319141	CCDS3346.1
ENST00000319143	CCDS9468.1
ENST00000319144	CCDS11129.1
ENST00000319153	CCDS3048.1
ENST00000319165	CCDS10755.1
ENST00000319170	CCDS2359.1
ENST00000319172	CCDS2987.1
ENST00000319194	CCDS10214.1
ENST00000319200	CCDS7000.1
ENST00000319211	CCDS4032.1
ENST00000319223	CCDS585.1
ENST00000319225	CCDS12787.1
ENST00000319231	CCDS9881.1
ENST00000319237	CCDS3345.1
ENST00000319242	CCDS13056.1
ENST00000319254	CCDS100.1
ENST00000319264	CCDS6473.1
ENST00000319273	CCDS5649.1
ENST00000319275	CCDS14287.1
ENST00000319283	CCDS2681.1
ENST00000319285	CCDS10680.1
ENST00000319286	CCDS6354.1
ENST00000319289	CCDS7656.1
ENST00000319294	CCDS13687.1
ENST00000319332	CCDS3294.1
ENST00000319340	CCDS3039.1
ENST00000319357	CCDS5470.1
ENST00000319359	CCDS10102.1
ENST00000319363	CCDS13739.1
ENST00000319386	CCDS5435.1
ENST00000319387	CCDS1324.1
ENST00000319389	CCDS9316.1
ENST00000319397	CCDS8475.1
ENST00000319414	CCDS6700.1
ENST00000319416	CCDS1323.1
ENST00000319441	CCDS13460.1
ENST00000319445	CCDS11996.1
ENST00000319447	CCDS10263.1
ENST00000319449	CCDS4445.1
ENST00000319451	CCDS6709.1
ENST00000319455	CCDS8556.1
ENST00000319460	CCDS2533.1
ENST00000319465	CCDS7075.1
ENST00000319481	CCDS11884.1
ENST00000319500	CCDS10484.1
ENST00000319511	CCDS11479.1
ENST00000319517	CCDS689.1
ENST00000319518	CCDS10981.1
ENST00000319543	CCDS7926.1
ENST00000319545	CCDS12297.1
ENST00000319550	CCDS5104.1
ENST00000319562	CCDS9487.1
ENST00000319580	CCDS10197.1
ENST00000319590	CCDS12821.1
ENST00000319592	CCDS3460.1
ENST00000319595	CCDS2920.1
ENST00000319604	CCDS14136.1
ENST00000319606	CCDS9156.1
ENST00000319610	CCDS14189.1
ENST00000319627	CCDS4706.1
ENST00000319636	CCDS5528.1
ENST00000319637	CCDS425.1
ENST00000319657	CCDS7467.1
ENST00000319669	CCDS10046.1
ENST00000319670	CCDS12177.1
ENST00000319675	CCDS6245.1
ENST00000319694	CCDS5421.1
ENST00000319715	CCDS10621.1
ENST00000319720	CCDS12819.1
ENST00000319756	CCDS12818.1
ENST00000319767	CCDS12855.1
ENST00000319769	CCDS1222.1
ENST00000319783	CCDS12855.1
ENST00000319786	CCDS7329.1
ENST00000319792	CCDS2957.1
ENST00000319829	CCDS4196.1
ENST00000319833	CCDS8979.1
ENST00000319836	CCDS7213.1
ENST00000319838	CCDS2541.1
ENST00000319849	CCDS12493.1
ENST00000319854	CCDS4161.1
ENST00000319863	CCDS7713.1
ENST00000319879	CCDS10628.1
ENST00000319888	CCDS11826.1
ENST00000319903	CCDS1206.1
ENST00000319908	CCDS14619.1
ENST00000319914	CCDS6373.1
ENST00000319921	CCDS11772.1
ENST00000319928	CCDS540.1
ENST00000319929	CCDS4474.1
ENST00000319933	CCDS4095.1
ENST00000319934	CCDS7073.1
ENST00000319942	CCDS669.1
ENST00000319946	CCDS6133.1
ENST00000319955	CCDS10852.1
ENST00000319957	CCDS8814.1
ENST00000319969	CCDS12440.1
ENST00000319977	CCDS11477.1
ENST00000319993	CCDS13147.1
ENST00000320005	CCDS6244.1
ENST00000320017	CCDS2755.1
ENST00000320027	CCDS9340.1
ENST00000320031	CCDS11558.1
ENST00000320033	CCDS11463.1
ENST00000320045	CCDS10695.1
ENST00000320057	CCDS2880.1
ENST00000320059	CCDS3639.1
ENST00000320063	CCDS9139.1
ENST00000320081	CCDS1770.1
ENST00000320086	CCDS11685.1
ENST00000320096	CCDS9339.1
ENST00000320119	CCDS12437.1
ENST00000320129	CCDS4441.1
ENST00000320132	CCDS1182.1
ENST00000320152	CCDS7145.1
ENST00000320159	CCDS10679.1
ENST00000320185	CCDS7516.1
ENST00000320201	CCDS9242.1
ENST00000320202	CCDS7989.1
ENST00000320203	CCDS6077.1
ENST00000320211	CCDS2768.1
ENST00000320225	CCDS10465.1
ENST00000320230	CCDS7715.1
ENST00000320238	CCDS885.1
ENST00000320241	CCDS10959.1
ENST00000320246	CCDS6854.1
ENST00000320254	CCDS11504.1
ENST00000320256	CCDS1897.1
ENST00000320269	CCDS1142.1
ENST00000320270	CCDS6189.1
ENST00000320271	CCDS1634.1
ENST00000320285	CCDS5280.1
ENST00000320295	CCDS2817.1
ENST00000320311	CCDS5930.1
ENST00000320330	CCDS10655.1
ENST00000320334	CCDS870.1
ENST00000320339	CCDS14579.1
ENST00000320345	CCDS11005.1
ENST00000320354	CCDS10958.1
ENST00000320356	CCDS5891.1
ENST00000320361	CCDS7328.1
ENST00000320362	CCDS11720.1
ENST00000320370	CCDS2284.1
ENST00000320381	CCDS10668.1
ENST00000320393	CCDS4994.1
ENST00000320394	CCDS10580.1
ENST00000320399	CCDS5562.1
ENST00000320438	CCDS1573.1
ENST00000320452	CCDS7029.1
ENST00000320460	CCDS9010.1
ENST00000320468	CCDS6558.1
ENST00000320474	CCDS3193.1
ENST00000320476	CCDS6411.1
ENST00000320477	CCDS11856.1
ENST00000320485	CCDS117.1
ENST00000320486	CCDS6715.1
ENST00000320498	CCDS114.1
ENST00000320511	CCDS7353.1
ENST00000320516	CCDS8772.1
ENST00000320521	CCDS13966.1
ENST00000320522	CCDS1330.1
ENST00000320563	CCDS6410.1
ENST00000320567	CCDS293.1
ENST00000320574	CCDS9278.1
ENST00000320578	CCDS8338.1
ENST00000320580	CCDS8129.1
ENST00000320583	CCDS5670.1
ENST00000320585	CCDS8289.1
ENST00000320602	CCDS13776.1
ENST00000320623	CCDS10883.1
ENST00000320631	CCDS8084.1
ENST00000320634	CCDS8791.1
ENST00000320636	CCDS9764.1
ENST00000320640	CCDS10728.1
ENST00000320650	CCDS3756.1
ENST00000320658	CCDS5843.1
ENST00000320670	CCDS741.1
ENST00000320672	CCDS4056.1
ENST00000320685	CCDS6453.1
ENST00000320687	CCDS8677.1
ENST00000320693	CCDS8677.1
ENST00000320694	CCDS3994.1
ENST00000320697	CCDS7063.1
ENST00000320706	CCDS7450.1
ENST00000320716	CCDS8677.1
ENST00000320717	CCDS2308.1
ENST00000320719	CCDS3174.1
ENST00000320741	CCDS3284.1
ENST00000320743	CCDS8960.1
ENST00000320750	CCDS7843.1
ENST00000320756	CCDS8628.1
ENST00000320757	CCDS2816.1
ENST00000320763	CCDS4758.1
ENST00000320767	CCDS3192.1
ENST00000320776	CCDS3393.1
ENST00000320786	CCDS11128.1
ENST00000320794	CCDS1029.1
ENST00000320805	CCDS10645.1
ENST00000320838	CCDS12815.1
ENST00000320848	CCDS3392.1
ENST00000320849	CCDS13273.1
ENST00000320856	CCDS11254.1
ENST00000320857	CCDS14731.1
ENST00000320866	CCDS931.1
ENST00000320868	CCDS10399.1
ENST00000320892	CCDS1657.1
ENST00000320895	CCDS3862.1
ENST00000320912	CCDS3389.1
ENST00000320934	CCDS8382.1
ENST00000320936	CCDS12059.1
ENST00000320954	CCDS2657.1
ENST00000320963	CCDS10291.1
ENST00000320985	CCDS7169.1
ENST00000320990	CCDS10751.1
ENST00000321027	CCDS1961.1
ENST00000321030	CCDS12879.1
ENST00000321039	CCDS12951.1
ENST00000321041	CCDS2307.1
ENST00000321046	CCDS9078.1
ENST00000321069	CCDS939.1
ENST00000321084	CCDS4875.1
ENST00000321105	CCDS11194.1
ENST00000321110	CCDS14440.1
ENST00000321118	CCDS10210.1
ENST00000321141	CCDS7299.1
ENST00000321143	CCDS14139.1
ENST00000321147	CCDS10208.1
ENST00000321149	CCDS10154.1
ENST00000321153	CCDS7717.1
ENST00000321169	CCDS2627.1
ENST00000321196	CCDS9025.1
ENST00000321204	CCDS14126.1
ENST00000321214	CCDS10975.1
ENST00000321217	CCDS14775.1
ENST00000321238	CCDS11776.1
ENST00000321248	CCDS7668.1
ENST00000321250	CCDS6075.1
ENST00000321256	CCDS3323.1
ENST00000321263	CCDS13492.1
ENST00000321269	CCDS4663.1
ENST00000321276	CCDS2453.1
ENST00000321280	CCDS11777.1
ENST00000321285	CCDS4602.1
ENST00000321300	CCDS11775.1
ENST00000321322	CCDS8384.1
ENST00000321327	CCDS1583.1
ENST00000321339	CCDS4128.1
ENST00000321341	CCDS11948.1
ENST00000321348	CCDS2244.1
ENST00000321353	CCDS12150.1
ENST00000321356	CCDS2331.1
ENST00000321367	CCDS10678.1
ENST00000321370	CCDS10562.1
ENST00000321377	CCDS14566.1
ENST00000321382	CCDS8752.1
ENST00000321385	CCDS6406.1
ENST00000321407	CCDS5796.1
ENST00000321410	CCDS14197.1
ENST00000321420	CCDS2164.1
ENST00000321437	CCDS10183.1
ENST00000321442	CCDS4394.1
ENST00000321461	CCDS6674.1
ENST00000321472	CCDS1816.1
ENST00000321487	CCDS13135.1
ENST00000321489	CCDS10897.1
ENST00000321505	CCDS7885.1
ENST00000321535	CCDS11082.1
ENST00000321547	CCDS6735.1
ENST00000321560	CCDS11182.1
ENST00000321562	CCDS11409.1
ENST00000321580	CCDS7061.1
ENST00000321582	CCDS6834.1
ENST00000321596	CCDS10099.1
ENST00000321600	CCDS11957.1
ENST00000321603	CCDS4170.1
ENST00000321614	CCDS4106.1
ENST00000321617	CCDS11723.1
ENST00000321639	CCDS11283.1
ENST00000321644	CCDS7192.1
ENST00000321660	CCDS7191.1
ENST00000321679	CCDS2551.1
ENST00000321694	CCDS10685.1
ENST00000321702	CCDS12582.1
ENST00000321728	CCDS10618.1
ENST00000321729	CCDS25.1
ENST00000321731	CCDS9746.1
ENST00000321757	CCDS4365.1
ENST00000321760	CCDS9566.1
ENST00000321761	CCDS6940.1
ENST00000321762	CCDS12725.1
ENST00000321764	CCDS6236.1
ENST00000321773	CCDS7035.1
ENST00000321792	CCDS716.1
ENST00000321801	CCDS2324.1
ENST00000321805	CCDS3660.1
ENST00000321813	CCDS9454.1
ENST00000321826	CCDS12226.1
ENST00000321867	CCDS9274.1
ENST00000321870	CCDS6179.1
ENST00000321878	CCDS10412.1
ENST00000321895	CCDS2790.1
ENST00000321919	CCDS10524.1
ENST00000321925	CCDS11925.1
ENST00000321944	CCDS12528.1
ENST00000321955	CCDS8288.1
ENST00000321969	CCDS1270.1
ENST00000321990	CCDS11260.1
ENST00000321998	CCDS10574.1
ENST00000322002	CCDS1654.1
ENST00000322004	CCDS3370.1
ENST00000322008	CCDS7719.1
ENST00000322019	CCDS10323.1
ENST00000322028	CCDS7720.1
ENST00000322030	CCDS6907.1
ENST00000322038	CCDS12009.1
ENST00000322048	CCDS10523.1
ENST00000322054	CCDS1774.1
ENST00000322060	CCDS9275.1
ENST00000322078	CCDS14387.1
ENST00000322080	CCDS11027.1
ENST00000322083	CCDS14392.1
ENST00000322088	CCDS12849.1
ENST00000322090	CCDS5521.1
ENST00000322099	CCDS2841.1
ENST00000322139	CCDS14466.1
ENST00000322142	CCDS2070.1
ENST00000322147	CCDS8103.1
ENST00000322165	CCDS8925.1
ENST00000322177	CCDS10274.1
ENST00000322191	CCDS7405.1
ENST00000322208	CCDS13507.1
ENST00000322213	CCDS14352.1
ENST00000322224	CCDS3338.1
ENST00000322231	CCDS5378.1
ENST00000322241	CCDS2838.1
ENST00000322244	CCDS3516.1
ENST00000322247	CCDS11866.1
ENST00000322272	CCDS11110.1
ENST00000322301	CCDS12318.1
ENST00000322310	CCDS7034.1
ENST00000322313	CCDS2150.1
ENST00000322329	CCDS11508.1
ENST00000322342	CCDS12008.1
ENST00000322344	CCDS12783.1
ENST00000322347	CCDS10273.1
ENST00000322348	CCDS4026.1
ENST00000322350	CCDS3924.1
ENST00000322354	CCDS12558.1
ENST00000322357	CCDS12119.1
ENST00000322370	CCDS10231.1
ENST00000322394	CCDS199.1
ENST00000322396	CCDS3771.1
ENST00000322428	CCDS6416.1
ENST00000322434	CCDS4439.1
ENST00000322470	CCDS7429.1
ENST00000322472	CCDS1782.1
ENST00000322522	CCDS2305.1
ENST00000322536	CCDS8342.1
ENST00000322540	CCDS4849.1
ENST00000322563	CCDS8242.1
ENST00000322566	CCDS1578.1
ENST00000322569	CCDS8895.1
ENST00000322577	CCDS13192.1
ENST00000322583	CCDS5291.1
ENST00000322602	CCDS4324.1
ENST00000322608	CCDS11024.1
ENST00000322611	CCDS3888.1
ENST00000322623	CCDS3047.1
ENST00000322632	CCDS14206.1
ENST00000322635	CCDS7337.1
ENST00000322652	CCDS11270.1
ENST00000322672	CCDS7226.1
ENST00000322680	CCDS7338.1
ENST00000322684	CCDS11597.1
ENST00000322712	CCDS8417.1
ENST00000322724	CCDS11206.1
ENST00000322734	CCDS2716.1
ENST00000322762	CCDS27.1
ENST00000322764	CCDS5883.1
ENST00000322767	CCDS4497.1
ENST00000322773	CCDS4970.1
ENST00000322776	CCDS8173.1
ENST00000322813	CCDS6578.1
ENST00000322822	CCDS1448.1
ENST00000322861	CCDS10677.1
ENST00000322866	CCDS7008.1
ENST00000322875	CCDS1482.1
ENST00000322886	CCDS9016.1
ENST00000322893	CCDS9756.1
ENST00000322906	CCDS11614.1
ENST00000322910	CCDS11090.1
ENST00000322912	CCDS12283.1
ENST00000322918	CCDS1479.1
ENST00000322927	CCDS13389.1
ENST00000322937	CCDS3543.1
ENST00000322954	CCDS10235.1
ENST00000322980	CCDS11879.1
ENST00000322989	CCDS10571.1
ENST00000323007	CCDS3307.1
ENST00000323011	CCDS11993.1
ENST00000323013	CCDS14036.1
ENST00000323019	CCDS11193.1
ENST00000323037	CCDS5426.1
ENST00000323039	CCDS12543.1
ENST00000323040	CCDS12669.1
ENST00000323052	CCDS4698.1
ENST00000323061	CCDS3632.1
ENST00000323064	CCDS1732.1
ENST00000323076	CCDS9403.1
ENST00000323081	CCDS10647.1
ENST00000323084	CCDS13712.1
ENST00000323090	CCDS12724.1
ENST00000323095	CCDS8785.1
ENST00000323110	CCDS6393.1
ENST00000323130	CCDS6258.1
ENST00000323146	CCDS4231.1
ENST00000323169	CCDS12267.1
ENST00000323206	CCDS11104.1
ENST00000323213	CCDS7880.1
ENST00000323222	CCDS13865.1
ENST00000323249	CCDS4419.1
ENST00000323274	CCDS11821.1
ENST00000323275	CCDS21.1
ENST00000323294	CCDS1111.1
ENST00000323301	CCDS6873.1
ENST00000323303	CCDS2321.1
ENST00000323322	CCDS11653.1
ENST00000323338	CCDS137.1
ENST00000323346	CCDS9077.1
ENST00000323352	CCDS3832.1
ENST00000323355	CCDS11992.1
ENST00000323372	CCDS11248.1
ENST00000323373	CCDS2621.1
ENST00000323374	CCDS11744.1
ENST00000323404	CCDS11023.1
ENST00000323418	CCDS8277.1
ENST00000323434	CCDS10994.1
ENST00000323436	CCDS6992.1
ENST00000323438	CCDS4617.1
ENST00000323441	CCDS9754.1
ENST00000323443	CCDS10089.1
ENST00000323446	CCDS12779.1
ENST00000323456	CCDS11608.1
ENST00000323460	CCDS3322.1
ENST00000323469	CCDS12092.1
ENST00000323482	CCDS13167.1
ENST00000323492	CCDS2343.1
ENST00000323517	CCDS10671.1
ENST00000323521	CCDS11425.1
ENST00000323523	CCDS2937.1
ENST00000323534	CCDS3170.1
ENST00000323544	CCDS10196.1
ENST00000323570	CCDS3752.1
ENST00000323571	CCDS11364.1
ENST00000323578	CCDS7722.1
ENST00000323584	CCDS10729.1
ENST00000323587	CCDS5094.1
ENST00000323588	CCDS2850.1
ENST00000323594	CCDS4435.1
ENST00000323606	CCDS4979.1
ENST00000323629	CCDS7245.1
ENST00000323630	CCDS13870.1
ENST00000323642	CCDS11524.1
ENST00000323646	CCDS8047.1
ENST00000323652	CCDS4102.1
ENST00000323666	CCDS9052.1
ENST00000323668	CCDS4306.1
ENST00000323684	CCDS14205.1
ENST00000323699	CCDS1540.1
ENST00000323702	CCDS8568.1
ENST00000323703	CCDS1751.1
ENST00000323716	CCDS5728.1
ENST00000323760	CCDS4202.1
ENST00000323786	CCDS10892.1
ENST00000323788	CCDS10120.1
ENST00000323798	CCDS12747.1
ENST00000323803	CCDS4794.1
ENST00000323816	CCDS11152.1
ENST00000323825	CCDS1529.1
ENST00000323829	CCDS4293.1
ENST00000323833	CCDS8958.1
ENST00000323848	CCDS255.1
ENST00000323853	CCDS2020.1
ENST00000323855	CCDS4182.1
ENST00000323860	CCDS458.1
ENST00000323883	CCDS12091.1
ENST00000323891	CCDS13727.1
ENST00000323906	CCDS12760.1
ENST00000323909	CCDS72.1
ENST00000323910	CCDS86.1
ENST00000323923	CCDS2037.1
ENST00000323927	CCDS7033.1
ENST00000323929	CCDS8299.1
ENST00000323940	CCDS10261.1
ENST00000323944	CCDS9634.1
ENST00000323956	CCDS5418.1
ENST00000323959	CCDS7883.1
ENST00000323961	CCDS7981.1
ENST00000323963	CCDS3282.1
ENST00000323977	CCDS8298.1
ENST00000323979	CCDS13394.1
ENST00000323981	CCDS8293.1
ENST00000323984	CCDS5769.1
ENST00000323997	CCDS11062.1
ENST00000324002	CCDS417.1
ENST00000324003	CCDS8476.1
ENST00000324015	CCDS11011.1
ENST00000324036	CCDS8477.1
ENST00000324038	CCDS9258.1
ENST00000324041	CCDS12809.1
ENST00000324052	CCDS3701.1
ENST00000324058	CCDS3384.1
ENST00000324067	CCDS10348.1
ENST00000324068	CCDS14555.1
ENST00000324071	CCDS12570.1
ENST00000324072	CCDS6631.1
ENST00000324076	CCDS9615.1
ENST00000324106	CCDS2361.1
ENST00000324109	CCDS7485.1
ENST00000324134	CCDS12864.1
ENST00000324138	CCDS14161.1
ENST00000324149	CCDS466.1
ENST00000324155	CCDS7731.1
ENST00000324170	CCDS4165.1
ENST00000324189	CCDS9227.1
ENST00000324192	CCDS6397.1
ENST00000324194	CCDS3114.1
ENST00000324196	CCDS3167.1
ENST00000324198	CCDS13832.1
ENST00000324207	CCDS7618.1
ENST00000324210	CCDS3163.1
ENST00000324222	CCDS12435.1
ENST00000324228	CCDS13533.1
ENST00000324229	CCDS7820.1
ENST00000324256	CCDS5518.1
ENST00000324262	CCDS12006.1
ENST00000324264	CCDS2430.1
ENST00000324266	CCDS1652.1
ENST00000324288	CCDS10544.1
ENST00000324300	CCDS3769.1
ENST00000324328	CCDS63.1
ENST00000324335	CCDS399.1
ENST00000324341	CCDS9072.1
ENST00000324342	CCDS14520.1
ENST00000324344	CCDS10592.1
ENST00000324353	CCDS11293.1
ENST00000324361	CCDS10421.1
ENST00000324364	CCDS1759.1
ENST00000324366	CCDS9579.1
ENST00000324379	CCDS443.1
ENST00000324382	CCDS3064.1
ENST00000324384	CCDS13364.1
ENST00000324385	CCDS10434.1
ENST00000324386	CCDS6937.1
ENST00000324408	CCDS13733.1
ENST00000324411	CCDS12502.1
ENST00000324417	CCDS4418.1
ENST00000324432	CCDS5587.1
ENST00000324436	CCDS12207.1
ENST00000324439	CCDS3567.1
ENST00000324444	CCDS12484.1
ENST00000324447	CCDS14652.1
ENST00000324450	CCDS4907.1
ENST00000324464	CCDS12562.1
ENST00000324489	CCDS5425.1
ENST00000324501	CCDS9812.1
ENST00000324532	CCDS12989.1
ENST00000324537	CCDS10325.1
ENST00000324539	CCDS1478.1
ENST00000324551	CCDS14193.1
ENST00000324557	CCDS3255.1
ENST00000324561	CCDS14217.1
ENST00000324572	CCDS5882.1
ENST00000324589	CCDS1773.1
ENST00000324593	CCDS9821.1
ENST00000324631	CCDS7125.1
ENST00000324642	CCDS3860.1
ENST00000324654	CCDS268.1
ENST00000324662	CCDS10644.1
ENST00000324675	CCDS12448.1
ENST00000324679	CCDS9701.1
ENST00000324684	CCDS11743.1
ENST00000324685	CCDS10691.1
ENST00000324688	CCDS12667.1
ENST00000324689	CCDS11263.1
ENST00000324696	CCDS5046.1
ENST00000324698	CCDS5787.1
ENST00000324705	CCDS1267.1
ENST00000324723	CCDS5047.1
ENST00000324727	CCDS8389.1
ENST00000324750	CCDS11868.1
ENST00000324761	CCDS1082.1
ENST00000324768	CCDS2052.1
ENST00000324774	CCDS9216.1
ENST00000324787	CCDS5864.1
ENST00000324803	CCDS3349.1
ENST00000324808	CCDS11802.1
ENST00000324809	CCDS9218.1
ENST00000324816	CCDS4742.1
ENST00000324817	CCDS14254.1
ENST00000324842	CCDS5556.1
ENST00000324844	CCDS11622.1
ENST00000324849	CCDS6001.1
ENST00000324871	CCDS8955.1
ENST00000324873	CCDS10634.1
ENST00000324876	CCDS6475.1
ENST00000324896	CCDS5573.1
ENST00000324913	CCDS2098.1
ENST00000324932	CCDS7746.1
ENST00000324938	CCDS2147.1
ENST00000324943	CCDS3005.1
ENST00000324961	CCDS13581.1
ENST00000324965	CCDS5275.1
ENST00000324972	CCDS5644.1
ENST00000324978	CCDS1065.1
ENST00000324988	CCDS13580.1
ENST00000325006	CCDS5812.1
ENST00000325036	CCDS14214.1
ENST00000325064	CCDS6353.1
ENST00000325068	CCDS6589.1
ENST00000325077	CCDS8964.1
ENST00000325113	CCDS7688.1
ENST00000325123	CCDS2698.1
ENST00000325139	CCDS12722.1
ENST00000325144	CCDS5231.1
ENST00000325157	CCDS13998.1
ENST00000325167	CCDS11774.1
ENST00000325200	CCDS10640.1
ENST00000325203	CCDS5958.1
ENST00000325207	CCDS7690.1
ENST00000325213	CCDS9363.1
ENST00000325223	CCDS13709.1
ENST00000325229	CCDS3909.1
ENST00000325241	CCDS6435.1
ENST00000325250	CCDS14216.1
ENST00000325267	CCDS187.1
ENST00000325279	CCDS10948.1
ENST00000325285	CCDS7014.1
ENST00000325301	CCDS13995.1
ENST00000325321	CCDS12808.1
ENST00000325327	CCDS12090.1
ENST00000325333	CCDS12931.1
